backend,snr_db,profile,attack,attack_profile,n,n_clean_correct,n_attacked_correct,n_attack_success,mean_linf,mean_l2,clean_acc_pct,attacked_acc_pct,cond_asr_pct,cond_asr_ci95_lo_pct,cond_asr_ci95_hi_pct
CPU,0,pgd/eps0.01,pgd,eps0.01,110,88,68,34,0.00029998405714810726,0.004550284830937962,80.0,61.81818181818181,38.63636363636363,29.141940235595687,49.08143566377889
CPU,0,pgd/eps0.03,pgd,eps0.03,110,88,30,77,0.000899948632154059,0.012785966736687809,80.0,27.27272727272727,87.5,78.98806043001849,92.87479910204542
CPU,0,mifgsm/eps0.03_default,mifgsm,eps0.03_default,110,88,30,77,0.0008999486723702618,0.013514436366544477,80.0,27.27272727272727,87.5,78.98806043001849,92.87479910204542
CPU,0,difgsm/eps0.03_default,difgsm,eps0.03_default,110,88,34,72,0.0008999486877159182,0.013596024677496012,80.0,30.909090909090907,81.81818181818183,72.48754936722209,88.4869981145291
CPU,0,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,110,88,30,77,0.0008999486665494963,0.013630266309800425,80.0,27.27272727272727,87.5,78.98806043001849,92.87479910204542
CPU,0,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,110,88,30,77,0.0008999486930075237,0.013676935586739623,80.0,27.27272727272727,87.5,78.98806043001849,92.87479910204542
CPU,0,rfgsm/eps0.03_default,rfgsm,eps0.03_default,110,88,30,77,0.0008999486268624537,0.01283360585062336,80.0,27.27272727272727,87.5,78.98806043001849,92.87479910204542
CPU,0,tpgd/eps0.03_default,tpgd,eps0.03_default,110,88,54,44,0.0008999486686661381,0.012774829346347884,80.0,49.09090909090909,50.0,39.77398665504473,60.22601334495528
CPU,0,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,110,88,28,79,0.0006432672713840465,0.007256040606922654,80.0,25.454545454545453,89.77272727272727,81.69257242733357,94.52561192485541
CPU,0,deepfool/package_default,deepfool,package_default,110,88,20,87,0.0015120024634101385,0.006338212532947054,80.0,18.181818181818183,98.86363636363636,93.84035699273238,99.79912663995695
CPU,0,fab/eps0.005,fab,eps0.005,110,88,83,14,1.388721906220089e-05,0.00021477353993596863,80.0,75.45454545454545,15.909090909090908,9.719813761632919,24.950313936490808
CPU,0,fab/eps0.01,fab,eps0.01,110,88,67,34,6.114317802711099e-05,0.0009138781820915205,80.0,60.909090909090914,38.63636363636363,29.141940235595687,49.08143566377889
CPU,0,fab/eps0.03,fab,eps0.03,110,88,30,76,0.00028853424247986004,0.0040637528226339275,80.0,27.27272727272727,86.36363636363636,77.66106394938308,92.02413317261828
CPU,0,square/eps0.03_default,square,eps0.03_default,110,88,26,79,0.0008167130975793101,0.013032052749955442,80.0,23.636363636363637,89.77272727272727,81.69257242733357,94.52561192485541
CPU,0,apgd/eps0.03_default,apgd,eps0.03_default,110,88,29,78,0.0008097386995689826,0.011599419724313413,80.0,26.36363636363636,88.63636363636364,80.33125457954652,93.70926736257992
CPU,0,apgdt/eps0.03_default,apgdt,eps0.03_default,110,88,28,78,0.0008097386842233261,0.011105186002276864,80.0,25.454545454545453,88.63636363636364,80.33125457954652,93.70926736257992
CPU,0,autoattack/eps0.03_standard,autoattack,eps0.03_standard,110,88,29,78,0.000809738693748218,0.011575232320328357,80.0,26.36363636363636,88.63636363636364,80.33125457954652,93.70926736257992
CPU,0,ead/package_default,ead,package_default,110,88,18,88,0.0023435673750513155,0.0060683419569861315,80.0,16.363636363636363,100.0,95.81714604275187,100.0
CPU,0,ALL/ALL_24,ALL,ALL_24,2640,2112,1009,1500,0.0007753223981511636,0.009592805463679526,80.0,38.21969696969697,71.02272727272727,69.05113601141223,72.91797925695191
CPU,2,fgsm/eps0.005,fgsm,eps0.005,110,93,85,12,0.00013945918075143255,0.002226480221460437,84.54545454545455,77.27272727272727,12.903225806451612,7.537662016293771,21.211966242636276
CPU,2,fgsm/eps0.01,fgsm,eps0.01,110,93,75,26,0.0002789163295263764,0.004452267280695064,84.54545454545455,68.18181818181817,27.956989247311824,19.850210044898137,37.812612543741444
CPU,2,fgsm/eps0.03,fgsm,eps0.03,110,93,42,64,0.0008367455098777527,0.013346523241224567,84.54545454545455,38.18181818181819,68.81720430107528,58.81422410187721,77.32726881025974
CPU,2,fgsm/eps0.05,fgsm,eps0.05,110,93,30,75,0.0013945758988318235,0.02222272349860176,84.54545454545455,27.27272727272727,80.64516129032258,71.46734140699786,87.39166133562513
CPU,2,bim/eps0.03_default,bim,eps0.03_default,110,93,29,79,0.0008367454749531563,0.012056923361325758,84.54545454545455,26.36363636363636,84.94623655913979,76.30400864073414,90.81590676752016
CPU,2,pgd/eps0.005,pgd,eps0.005,110,93,84,14,0.00013945916223081397,0.002160004451235871,84.54545454545455,76.36363636363637,15.053763440860216,9.184093232479833,23.69599135926586
CPU,2,pgd/eps0.01,pgd,eps0.01,110,93,71,31,0.0002789163083599545,0.004247204241850787,84.54545454545455,64.54545454545455,33.33333333333333,24.582243182201942,43.40672023847677
CPU,2,pgd/eps0.03,pgd,eps0.03,110,93,30,77,0.0008367454818322428,0.011973490041087926,84.54545454545455,27.27272727272727,82.79569892473118,73.86593031568492,89.12352875975374
CPU,2,mifgsm/eps0.03_default,mifgsm,eps0.03_default,110,93,33,76,0.0008367454913571345,0.012595644152977198,84.54545454545455,30.0,81.72043010752688,72.6620301785226,88.26220073050823
CPU,2,difgsm/eps0.03_default,difgsm,eps0.03_default,110,93,36,72,0.0008367454659574282,0.012664516405625728,84.54545454545455,32.72727272727273,77.41935483870968,67.93336026404614,84.72995797935337
CPU,2,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,110,93,31,78,0.0008367454924154545,0.012698765234513668,84.54545454545455,28.18181818181818,83.87096774193549,75.07967733749072,89.97500990435576
CPU,2,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,110,93,31,76,0.0008367454934737763,0.012730465905571475,84.54545454545455,28.18181818181818,81.72043010752688,72.6620301785226,88.26220073050823
CPU,2,rfgsm/eps0.03_default,rfgsm,eps0.03_default,110,93,30,77,0.0008367454596075,0.011999792089177758,84.54545454545455,27.27272727272727,82.79569892473118,73.86593031568492,89.12352875975374
CPU,2,tpgd/eps0.03_default,tpgd,eps0.03_default,110,93,59,43,0.0008367454267995446,0.011856076739389735,84.54545454545455,53.63636363636364,46.236559139784944,36.454451284102326,56.31725013347029
CPU,2,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,110,93,24,83,0.0006419866729463757,0.007138412344134918,84.54545454545455,21.818181818181817,89.24731182795699,81.3270710323282,94.05375704155739
