backend,snr_db,profile,attack,attack_profile,n,n_clean_correct,n_attacked_correct,n_attack_success,mean_linf,mean_l2,clean_acc_pct,attacked_acc_pct,cond_asr_pct,cond_asr_ci95_lo_pct,cond_asr_ci95_hi_pct
CPU,-16,ALL/ALL_24,ALL,ALL_24,2640,288,343,231,0.0009183097493046765,0.012046359588241008,10.909090909090908,12.992424242424242,80.20833333333334,75.22219597667458,84.39918767802031
CPU,-14,fgsm/eps0.005,fgsm,eps0.005,110,12,16,3,0.00018582206473426546,0.0029650826261124344,10.909090909090908,14.545454545454545,25.0,8.894003962896138,53.231033912065996
CPU,-14,fgsm/eps0.01,fgsm,eps0.01,110,12,19,5,0.0003716416440014637,0.005929484624754251,10.909090909090908,17.272727272727273,41.66666666666667,19.325746190524658,68.04926643446272
CPU,-14,fgsm/eps0.03,fgsm,eps0.03,110,12,11,11,0.0011149203500032626,0.01777830913832237,10.909090909090908,10.0,91.66666666666666,64.61140782014047,98.51352905492264
CPU,-14,fgsm/eps0.05,fgsm,eps0.05,110,12,13,12,0.0018582003032364847,0.029609651524912184,10.909090909090908,11.818181818181818,100.0,75.74992425007574,100.0
CPU,-14,bim/eps0.03_default,bim,eps0.03_default,110,12,11,11,0.0011149202484044309,0.016328066705980037,10.909090909090908,10.0,91.66666666666666,64.61140782014047,98.51352905492264
CPU,-14,pgd/eps0.005,pgd,eps0.005,110,12,14,4,0.00018582205706143545,0.0028655541468072493,10.909090909090908,12.727272727272727,33.33333333333333,13.811783989736135,60.9382412602386
CPU,-14,pgd/eps0.01,pgd,eps0.01,110,12,15,6,0.0003716415799730373,0.0056249258320100765,10.909090909090908,13.636363636363635,50.0,25.377817039342222,74.62218296065778
CPU,-14,pgd/eps0.03,pgd,eps0.03,110,12,9,12,0.0011149202621626062,0.016087315367026712,10.909090909090908,8.181818181818182,100.0,75.74992425007574,100.0
CPU,-14,mifgsm/eps0.03_default,mifgsm,eps0.03_default,110,12,10,11,0.0011149202769791045,0.016870549295774872,10.909090909090908,9.090909090909092,91.66666666666666,64.61140782014047,98.51352905492264
CPU,-14,difgsm/eps0.03_default,difgsm,eps0.03_default,110,12,15,11,0.0011149203161369854,0.016885344777256204,10.909090909090908,13.636363636363635,91.66666666666666,64.61140782014047,98.51352905492264
CPU,-14,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,110,12,11,11,0.00111492027380414,0.017020280108871733,10.909090909090908,10.0,91.66666666666666,64.61140782014047,98.51352905492264
CPU,-14,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,110,12,11,12,0.0011149203044954537,0.01709583979946641,10.909090909090908,10.0,100.0,75.74992425007574,100.0
CPU,-14,rfgsm/eps0.03_default,rfgsm,eps0.03_default,110,12,11,12,0.0011149202208880853,0.0162332711148668,10.909090909090908,10.0,100.0,75.74992425007574,100.0
CPU,-14,tpgd/eps0.03_default,tpgd,eps0.03_default,110,12,5,10,0.0011149202219464063,0.01608862346884874,10.909090909090908,4.545454545454546,83.33333333333334,55.196364261532736,95.30358523851777
CPU,-14,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,110,12,10,12,0.0005472161758172002,0.006395712194377459,10.909090909090908,9.090909090909092,100.0,75.74992425007574,100.0
CPU,-14,deepfool/package_default,deepfool,package_default,110,12,13,12,0.0010228807630482614,0.004716846761626036,10.909090909090908,11.818181818181818,100.0,75.74992425007574,100.0
CPU,-14,fab/eps0.005,fab,eps0.005,110,12,14,5,3.329696853390031e-05,0.0005025885301925549,10.909090909090908,12.727272727272727,41.66666666666667,19.325746190524658,68.04926643446272
CPU,-14,fab/eps0.01,fab,eps0.01,110,12,16,6,0.00010811917282723161,0.001603242940108016,10.909090909090908,14.545454545454545,50.0,25.377817039342222,74.62218296065778
CPU,-14,fab/eps0.03,fab,eps0.03,110,12,11,12,0.0002938128208783463,0.0042303297597299635,10.909090909090908,10.0,100.0,75.74992425007574,100.0
