backend,snr_db,profile,attack,attack_profile,topk,n,n_clean_correct,n_attack_success,n_recovered,n_defended_correct,n_retained,n_retained_nodef,n_clean_topk_correct,n_clean_degraded,recovery_pct,recovery_ci95_lo_pct,recovery_ci95_hi_pct,defended_acc_pct,retention_pct,retention_nodef_pct,retention_gain_pp,clean_topk_acc_pct,clean_degradation_pct
CPU,2,fgsm/eps0.005,fgsm,eps0.005,10,110,93,12,5,36,34,81,37,57,41.66666666666667,19.325746190524658,68.04926643446272,32.72727272727273,36.55913978494624,87.09677419354838,-50.537634408602145,33.63636363636363,61.29032258064516
CPU,2,fgsm/eps0.005,fgsm,eps0.005,20,110,93,12,6,62,60,81,67,28,50.0,25.377817039342222,74.62218296065778,56.36363636363636,64.51612903225806,87.09677419354838,-22.58064516129032,60.909090909090914,30.107526881720432
CPU,2,fgsm/eps0.005,fgsm,eps0.005,30,110,93,12,5,77,75,81,79,15,41.66666666666667,19.325746190524658,68.04926643446272,70.0,80.64516129032258,87.09677419354838,-6.451612903225808,71.81818181818181,16.129032258064516
CPU,2,fgsm/eps0.005,fgsm,eps0.005,40,110,93,12,3,78,76,81,85,8,25.0,8.894003962896138,53.231033912065996,70.9090909090909,81.72043010752688,87.09677419354838,-5.376344086021504,77.27272727272727,8.60215053763441
CPU,2,fgsm/eps0.01,fgsm,eps0.01,10,110,93,26,11,35,32,67,37,57,42.30769230769231,25.544189902729396,61.05170307888017,31.818181818181817,34.40860215053764,72.04301075268818,-37.634408602150536,33.63636363636363,61.29032258064516
CPU,2,fgsm/eps0.01,fgsm,eps0.01,20,110,93,26,13,60,55,67,67,28,50.0,32.06030631500207,67.93969368499792,54.54545454545454,59.13978494623656,72.04301075268818,-12.903225806451616,60.909090909090914,30.107526881720432
CPU,2,fgsm/eps0.01,fgsm,eps0.01,30,110,93,26,11,74,68,67,79,15,42.30769230769231,25.544189902729396,61.05170307888017,67.27272727272727,73.11827956989248,72.04301075268818,1.0752688172043037,71.81818181818181,16.129032258064516
CPU,2,fgsm/eps0.01,fgsm,eps0.01,40,110,93,26,11,75,71,67,85,8,42.30769230769231,25.544189902729396,61.05170307888017,68.18181818181817,76.34408602150538,72.04301075268818,4.3010752688172005,77.27272727272727,8.60215053763441
CPU,2,fgsm/eps0.03,fgsm,eps0.03,10,110,93,64,19,35,29,29,37,57,29.6875,19.904999589075246,41.77043259412798,31.818181818181817,31.182795698924732,31.182795698924732,0.0,33.63636363636363,61.29032258064516
CPU,2,fgsm/eps0.03,fgsm,eps0.03,20,110,93,64,10,37,30,29,67,28,15.625,8.714748876961673,26.428290202305327,33.63636363636363,32.25806451612903,31.182795698924732,1.0752688172043001,60.909090909090914,30.107526881720432
CPU,2,fgsm/eps0.03,fgsm,eps0.03,30,110,93,64,9,43,33,29,79,15,14.0625,7.578487006414436,24.616508394637428,39.09090909090909,35.483870967741936,31.182795698924732,4.301075268817204,71.81818181818181,16.129032258064516
CPU,2,fgsm/eps0.03,fgsm,eps0.03,40,110,93,64,9,47,36,29,85,8,14.0625,7.578487006414436,24.616508394637428,42.72727272727273,38.70967741935484,31.182795698924732,7.526881720430108,77.27272727272727,8.60215053763441
CPU,2,fgsm/eps0.05,fgsm,eps0.05,10,110,93,75,15,29,22,18,37,57,20.0,12.512038203120296,30.41149455116171,26.36363636363636,23.655913978494624,19.35483870967742,4.301075268817204,33.63636363636363,61.29032258064516
CPU,2,fgsm/eps0.05,fgsm,eps0.05,20,110,93,75,7,29,20,18,67,28,9.333333333333334,4.594793932894483,18.03488380068779,26.36363636363636,21.50537634408602,19.35483870967742,2.1505376344086002,60.909090909090914,30.107526881720432
CPU,2,fgsm/eps0.05,fgsm,eps0.05,30,110,93,75,7,34,23,18,79,15,9.333333333333334,4.594793932894483,18.03488380068779,30.909090909090907,24.731182795698924,19.35483870967742,5.376344086021504,71.81818181818181,16.129032258064516
CPU,2,fgsm/eps0.05,fgsm,eps0.05,40,110,93,75,7,35,23,18,85,8,9.333333333333334,4.594793932894483,18.03488380068779,31.818181818181817,24.731182795698924,19.35483870967742,5.376344086021504,77.27272727272727,8.60215053763441
CPU,2,bim/eps0.03_default,bim,eps0.03_default,10,110,93,79,24,36,29,14,37,57,30.37974683544304,21.34431893931135,41.23486832892104,32.72727272727273,31.182795698924732,15.053763440860216,16.129032258064516,33.63636363636363,61.29032258064516
CPU,2,bim/eps0.03_default,bim,eps0.03_default,20,110,93,79,16,39,27,14,67,28,20.253164556962027,12.869001243979506,30.396218162695398,35.45454545454545,29.03225806451613,15.053763440860216,13.978494623655916,60.909090909090914,30.107526881720432
CPU,2,bim/eps0.03_default,bim,eps0.03_default,30,110,93,79,14,41,26,14,79,15,17.72151898734177,10.860327950089017,27.57639949119652,37.27272727272727,27.956989247311824,15.053763440860216,12.903225806451609,71.81818181818181,16.129032258064516
CPU,2,bim/eps0.03_default,bim,eps0.03_default,40,110,93,79,9,35,22,14,85,8,11.39240506329114,6.110510202849083,20.254987324963025,31.818181818181817,23.655913978494624,15.053763440860216,8.602150537634408,77.27272727272727,8.60215053763441
CPU,2,pgd/eps0.005,pgd,eps0.005,10,110,93,14,5,35,34,79,37,57,35.714285714285715,16.344490737202737,61.23599531785959,31.818181818181817,36.55913978494624,84.94623655913979,-48.38709677419355,33.63636363636363,61.29032258064516
CPU,2,pgd/eps0.005,pgd,eps0.005,20,110,93,14,6,64,61,79,67,28,42.857142857142854,21.380509930400528,67.40973309713064,58.18181818181818,65.59139784946237,84.94623655913979,-19.354838709677423,60.909090909090914,30.107526881720432
CPU,2,pgd/eps0.005,pgd,eps0.005,30,110,93,14,6,77,74,79,79,15,42.857142857142854,21.380509930400528,67.40973309713064,70.0,79.56989247311827,84.94623655913979,-5.376344086021518,71.81818181818181,16.129032258064516
CPU,2,pgd/eps0.005,pgd,eps0.005,40,110,93,14,5,79,77,79,85,8,35.714285714285715,16.344490737202737,61.23599531785959,71.81818181818181,82.79569892473118,84.94623655913979,-2.1505376344086073,77.27272727272727,8.60215053763441
CPU,2,pgd/eps0.01,pgd,eps0.01,10,110,93,31,12,35,32,62,37,57,38.70967741935484,23.732875351271563,56.176198858868034,31.818181818181817,34.40860215053764,66.66666666666666,-32.25806451612902,33.63636363636363,61.29032258064516
CPU,2,pgd/eps0.01,pgd,eps0.01,20,110,93,31,14,56,53,62,67,28,45.16129032258064,29.161482836586107,62.22812039633085,50.90909090909091,56.98924731182796,66.66666666666666,-9.677419354838698,60.909090909090914,30.107526881720432
CPU,2,pgd/eps0.01,pgd,eps0.01,30,110,93,31,14,72,65,62,79,15,45.16129032258064,29.161482836586107,62.22812039633085,65.45454545454545,69.89247311827957,66.66666666666666,3.225806451612911,71.81818181818181,16.129032258064516
CPU,2,pgd/eps0.01,pgd,eps0.01,40,110,93,31,13,73,68,62,85,8,41.935483870967744,26.415303073549257,59.23403564797902,66.36363636363637,73.11827956989248,66.66666666666666,6.451612903225822,77.27272727272727,8.60215053763441
CPU,2,pgd/eps0.03,pgd,eps0.03,10,110,93,77,20,34,27,16,37,57,25.97402597402597,17.489066479540778,36.74241830057244,30.909090909090907,29.03225806451613,17.20430107526882,11.827956989247312,33.63636363636363,61.29032258064516
CPU,2,pgd/eps0.03,pgd,eps0.03,20,110,93,77,10,36,24,16,67,28,12.987012987012985,7.209751490940191,22.281995332477457,32.72727272727273,25.806451612903224,17.20430107526882,8.602150537634405,60.909090909090914,30.107526881720432
CPU,2,pgd/eps0.03,pgd,eps0.03,30,110,93,77,14,41,30,16,79,15,18.181818181818183,11.151152010047758,28.236489996048114,37.27272727272727,32.25806451612903,17.20430107526882,15.053763440860212,71.81818181818181,16.129032258064516
CPU,2,pgd/eps0.03,pgd,eps0.03,40,110,93,77,10,39,26,16,85,8,12.987012987012985,7.209751490940191,22.281995332477457,35.45454545454545,27.956989247311824,17.20430107526882,10.752688172043005,77.27272727272727,8.60215053763441
CPU,2,mifgsm/eps0.03_default,mifgsm,eps0.03_default,10,110,93,76,17,32,23,17,37,57,22.36842105263158,14.46106442066905,32.93477934999686,29.09090909090909,24.731182795698924,18.27956989247312,6.451612903225804,33.63636363636363,61.29032258064516
CPU,2,mifgsm/eps0.03_default,mifgsm,eps0.03_default,20,110,93,76,10,35,24,17,67,28,13.157894736842104,7.306803021855036,22.554322005699518,31.818181818181817,25.806451612903224,18.27956989247312,7.526881720430104,60.909090909090914,30.107526881720432
CPU,2,mifgsm/eps0.03_default,mifgsm,eps0.03_default,30,110,93,76,14,42,29,17,79,15,18.421052631578945,11.302493284924942,28.57847102440753,38.18181818181819,31.182795698924732,18.27956989247312,12.903225806451612,71.81818181818181,16.129032258064516
CPU,2,mifgsm/eps0.03_default,mifgsm,eps0.03_default,40,110,93,76,7,35,22,17,85,8,9.210526315789473,4.533342778112863,17.812902788108254,31.818181818181817,23.655913978494624,18.27956989247312,5.376344086021504,77.27272727272727,8.60215053763441
CPU,2,difgsm/eps0.03_default,difgsm,eps0.03_default,10,110,93,72,15,33,24,21,37,57,20.833333333333336,13.05194089904011,31.56948058995801,30.0,25.806451612903224,22.58064516129032,3.225806451612904,33.63636363636363,61.29032258064516
CPU,2,difgsm/eps0.03_default,difgsm,eps0.03_default,20,110,93,72,8,34,21,21,67,28,11.11111111111111,5.738751060073767,20.42314425859039,30.909090909090907,22.58064516129032,22.58064516129032,0.0,60.909090909090914,30.107526881720432
CPU,2,difgsm/eps0.03_default,difgsm,eps0.03_default,30,110,93,72,9,38,25,21,79,15,12.5,6.717708293105555,22.08126219274917,34.54545454545455,26.881720430107524,22.58064516129032,4.301075268817204,71.81818181818181,16.129032258064516
CPU,2,difgsm/eps0.03_default,difgsm,eps0.03_default,40,110,93,72,9,40,26,21,85,8,12.5,6.717708293105555,22.08126219274917,36.36363636363637,27.956989247311824,22.58064516129032,5.376344086021504,77.27272727272727,8.60215053763441
CPU,2,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,10,110,93,78,19,32,24,15,37,57,24.358974358974358,16.185113739317142,34.93998645422746,29.09090909090909,25.806451612903224,16.129032258064516,9.677419354838708,33.63636363636363,61.29032258064516
CPU,2,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,20,110,93,78,12,37,25,15,67,28,15.384615384615385,9.025416205339184,24.99346905594603,33.63636363636363,26.881720430107524,16.129032258064516,10.752688172043008,60.909090909090914,30.107526881720432
CPU,2,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,30,110,93,78,10,36,24,15,79,15,12.82051282051282,7.11524611999346,22.01614916064621,32.72727272727273,25.806451612903224,16.129032258064516,9.677419354838708,71.81818181818181,16.129032258064516
CPU,2,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,40,110,93,78,9,36,24,15,85,8,11.538461538461538,6.190440604142225,20.49720968617468,32.72727272727273,25.806451612903224,16.129032258064516,9.677419354838708,77.27272727272727,8.60215053763441
CPU,2,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,10,110,93,76,16,31,23,17,37,57,21.052631578947366,13.395033382180127,31.495850568041305,28.18181818181818,24.731182795698924,18.27956989247312,6.451612903225804,33.63636363636363,61.29032258064516
CPU,2,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,20,110,93,76,11,39,26,17,67,28,14.473684210526317,8.278431339921275,24.087653508077764,35.45454545454545,27.956989247311824,18.27956989247312,9.677419354838705,60.909090909090914,30.107526881720432
CPU,2,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,30,110,93,76,9,38,24,17,79,15,11.842105263157894,6.356747118952921,20.999418088157157,34.54545454545455,25.806451612903224,18.27956989247312,7.526881720430104,71.81818181818181,16.129032258064516
CPU,2,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,40,110,93,76,9,38,25,17,85,8,11.842105263157894,6.356747118952921,20.999418088157157,34.54545454545455,26.881720430107524,18.27956989247312,8.602150537634405,77.27272727272727,8.60215053763441
CPU,2,rfgsm/eps0.03_default,rfgsm,eps0.03_default,10,110,93,77,19,32,25,16,37,57,24.675324675324674,16.403948228457534,35.353562755986125,29.09090909090909,26.881720430107524,17.20430107526882,9.677419354838705,33.63636363636363,61.29032258064516
CPU,2,rfgsm/eps0.03_default,rfgsm,eps0.03_default,20,110,93,77,12,36,25,16,67,28,15.584415584415584,9.145782358403826,25.293912056352934,32.72727272727273,26.881720430107524,17.20430107526882,9.677419354838705,60.909090909090914,30.107526881720432
CPU,2,rfgsm/eps0.03_default,rfgsm,eps0.03_default,30,110,93,77,13,40,28,16,79,15,16.883116883116884,10.14057303066853,26.77309517975779,36.36363636363637,30.107526881720432,17.20430107526882,12.903225806451612,71.81818181818181,16.129032258064516
CPU,2,rfgsm/eps0.03_default,rfgsm,eps0.03_default,40,110,93,77,10,38,25,16,85,8,12.987012987012985,7.209751490940191,22.281995332477457,34.54545454545455,26.881720430107524,17.20430107526882,9.677419354838705,77.27272727272727,8.60215053763441
CPU,2,tpgd/eps0.03_default,tpgd,eps0.03_default,10,110,93,43,11,38,32,50,37,57,25.581395348837212,14.929365877065543,40.23868986825486,34.54545454545455,34.40860215053764,53.76344086021505,-19.35483870967741,33.63636363636363,61.29032258064516
CPU,2,tpgd/eps0.03_default,tpgd,eps0.03_default,20,110,93,43,8,53,46,50,67,28,18.6046511627907,9.74163558010598,32.61729323530596,48.18181818181818,49.46236559139785,53.76344086021505,-4.3010752688172005,60.909090909090914,30.107526881720432
CPU,2,tpgd/eps0.03_default,tpgd,eps0.03_default,30,110,93,43,7,60,51,50,79,15,16.27906976744186,8.116524502857546,29.972695335918242,54.54545454545454,54.83870967741935,53.76344086021505,1.0752688172043037,71.81818181818181,16.129032258064516
CPU,2,tpgd/eps0.03_default,tpgd,eps0.03_default,40,110,93,43,4,61,51,50,85,8,9.30232558139535,3.6771045103346514,21.60298839853268,55.45454545454545,54.83870967741935,53.76344086021505,1.0752688172043037,77.27272727272727,8.60215053763441
CPU,2,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,10,110,93,83,28,35,31,10,37,57,33.734939759036145,24.48415401300969,44.424756002466765,31.818181818181817,33.33333333333333,10.75268817204301,22.58064516129032,33.63636363636363,61.29032258064516
CPU,2,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,20,110,93,83,32,46,42,10,67,28,38.55421686746988,28.81099453171214,49.310090293993525,41.81818181818181,45.16129032258064,10.75268817204301,34.40860215053763,60.909090909090914,30.107526881720432
CPU,2,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,30,110,93,83,35,53,45,10,79,15,42.168674698795186,32.12284435427638,52.90737157910118,48.18181818181818,48.38709677419355,10.75268817204301,37.63440860215054,71.81818181818181,16.129032258064516
CPU,2,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,40,110,93,83,43,58,53,10,85,8,51.80722891566265,41.21756969766282,62.236995856173124,52.72727272727272,56.98924731182796,10.75268817204301,46.23655913978495,77.27272727272727,8.60215053763441
CPU,2,deepfool/package_default,deepfool,package_default,10,110,93,92,33,36,33,1,37,57,35.869565217391305,26.8169868995772,46.05491841085168,32.72727272727273,35.483870967741936,1.0752688172043012,34.40860215053763,33.63636363636363,61.29032258064516
CPU,2,deepfool/package_default,deepfool,package_default,20,110,93,92,45,51,45,1,67,28,48.91304347826087,38.94853752162455,58.96468596379305,46.36363636363636,48.38709677419355,1.0752688172043012,47.31182795698925,60.909090909090914,30.107526881720432
CPU,2,deepfool/package_default,deepfool,package_default,30,110,93,92,53,58,53,1,79,15,57.608695652173914,47.40525650293827,67.20217909913848,52.72727272727272,56.98924731182796,1.0752688172043012,55.913978494623656,71.81818181818181,16.129032258064516
CPU,2,deepfool/package_default,deepfool,package_default,40,110,93,92,56,60,56,1,85,8,60.86956521739131,50.65323092393207,70.2145342218919,54.54545454545454,60.215053763440864,1.0752688172043012,59.13978494623656,77.27272727272727,8.60215053763441
CPU,2,fab/eps0.005,fab,eps0.005,10,110,93,14,5,37,36,79,37,57,35.714285714285715,16.344490737202737,61.23599531785959,33.63636363636363,38.70967741935484,84.94623655913979,-46.23655913978495,33.63636363636363,61.29032258064516
CPU,2,fab/eps0.005,fab,eps0.005,20,110,93,14,6,67,65,79,67,28,42.857142857142854,21.380509930400528,67.40973309713064,60.909090909090914,69.89247311827957,84.94623655913979,-15.053763440860223,60.909090909090914,30.107526881720432
CPU,2,fab/eps0.005,fab,eps0.005,30,110,93,14,6,77,76,79,79,15,42.857142857142854,21.380509930400528,67.40973309713064,70.0,81.72043010752688,84.94623655913979,-3.225806451612911,71.81818181818181,16.129032258064516
CPU,2,fab/eps0.005,fab,eps0.005,40,110,93,14,7,84,83,79,85,8,50.0,26.798867919475278,73.20113208052473,76.36363636363637,89.24731182795699,84.94623655913979,4.3010752688172005,77.27272727272727,8.60215053763441
CPU,2,fab/eps0.01,fab,eps0.01,10,110,93,30,13,36,35,63,37,57,43.333333333333336,27.37723743061511,60.80299045459127,32.72727272727273,37.634408602150536,67.74193548387096,-30.107526881720425,33.63636363636363,61.29032258064516
CPU,2,fab/eps0.01,fab,eps0.01,20,110,93,30,16,67,64,63,67,28,53.333333333333336,36.142013281525045,69.76787277587178,60.909090909090914,68.81720430107528,67.74193548387096,1.0752688172043179,60.909090909090914,30.107526881720432
CPU,2,fab/eps0.01,fab,eps0.01,30,110,93,30,18,77,74,63,79,15,60.0,42.32005249827384,75.40960567391659,70.0,79.56989247311827,67.74193548387096,11.827956989247312,71.81818181818181,16.129032258064516
CPU,2,fab/eps0.01,fab,eps0.01,40,110,93,30,20,82,81,63,85,8,66.66666666666666,48.77972581383027,80.76970447315381,74.54545454545455,87.09677419354838,67.74193548387096,19.354838709677423,77.27272727272727,8.60215053763441
CPU,2,fab/eps0.03,fab,eps0.03,10,110,93,77,26,37,34,16,37,57,33.76623376623377,24.199766918027013,44.87556063610354,33.63636363636363,36.55913978494624,17.20430107526882,19.35483870967742,33.63636363636363,61.29032258064516
CPU,2,fab/eps0.03,fab,eps0.03,20,110,93,77,32,52,48,16,67,28,41.55844155844156,31.209010264563286,52.71016006358461,47.27272727272727,51.61290322580645,17.20430107526882,34.40860215053763,60.909090909090914,30.107526881720432
CPU,2,fab/eps0.03,fab,eps0.03,30,110,93,77,42,64,58,16,79,15,54.54545454545454,43.472886644893926,65.18602163994952,58.18181818181818,62.365591397849464,17.20430107526882,45.16129032258064,71.81818181818181,16.129032258064516
CPU,2,fab/eps0.03,fab,eps0.03,40,110,93,77,49,68,65,16,85,8,63.63636363636363,52.48199544762014,73.49472940691018,61.81818181818181,69.89247311827957,17.20430107526882,52.68817204301075,77.27272727272727,8.60215053763441
CPU,2,square/eps0.03_default,square,eps0.03_default,10,110,93,80,22,37,31,13,37,57,27.500000000000004,18.91762284773599,38.14426528416989,33.63636363636363,33.33333333333333,13.978494623655912,19.354838709677416,33.63636363636363,61.29032258064516
CPU,2,square/eps0.03_default,square,eps0.03_default,20,110,93,80,23,42,36,13,67,28,28.749999999999996,19.986786008396255,39.46055278284818,38.18181818181819,38.70967741935484,13.978494623655912,24.731182795698928,60.909090909090914,30.107526881720432
CPU,2,square/eps0.03_default,square,eps0.03_default,30,110,93,80,27,47,40,13,79,15,33.75,24.34545981222198,44.64368161637671,42.72727272727273,43.01075268817204,13.978494623655912,29.032258064516128,71.81818181818181,16.129032258064516
CPU,2,square/eps0.03_default,square,eps0.03_default,40,110,93,80,33,52,46,13,85,8,41.25,31.105686511513085,52.19615887311697,47.27272727272727,49.46236559139785,13.978494623655912,35.483870967741936,77.27272727272727,8.60215053763441
CPU,2,apgd/eps0.03_default,apgd,eps0.03_default,10,110,93,79,21,34,27,14,37,57,26.582278481012654,18.093205809599443,37.243243510548886,30.909090909090907,29.03225806451613,15.053763440860216,13.978494623655916,33.63636363636363,61.29032258064516
CPU,2,apgd/eps0.03_default,apgd,eps0.03_default,20,110,93,79,12,38,26,14,67,28,15.18987341772152,8.908180320986645,24.70005515490952,34.54545454545455,27.956989247311824,15.053763440860216,12.903225806451609,60.909090909090914,30.107526881720432
CPU,2,apgd/eps0.03_default,apgd,eps0.03_default,30,110,93,79,11,38,25,14,79,15,13.924050632911392,7.956458969765406,23.237530523436075,34.54545454545455,26.881720430107524,15.053763440860216,11.827956989247308,71.81818181818181,16.129032258064516
CPU,2,apgd/eps0.03_default,apgd,eps0.03_default,40,110,93,79,12,40,26,14,85,8,15.18987341772152,8.908180320986645,24.70005515490952,36.36363636363637,27.956989247311824,15.053763440860216,12.903225806451609,77.27272727272727,8.60215053763441
CPU,2,apgdt/eps0.03_default,apgdt,eps0.03_default,10,110,93,85,20,32,25,8,37,57,23.52941176470588,15.77942000874349,33.56863315553992,29.09090909090909,26.881720430107524,8.60215053763441,18.279569892473113,33.63636363636363,61.29032258064516
CPU,2,apgdt/eps0.03_default,apgdt,eps0.03_default,20,110,93,85,19,39,27,8,67,28,22.35294117647059,14.80314270708086,32.29371282005958,35.45454545454545,29.03225806451613,8.60215053763441,20.43010752688172,60.909090909090914,30.107526881720432
CPU,2,apgdt/eps0.03_default,apgdt,eps0.03_default,30,110,93,85,19,40,27,8,79,15,22.35294117647059,14.80314270708086,32.29371282005958,36.36363636363637,29.03225806451613,8.60215053763441,20.43010752688172,71.81818181818181,16.129032258064516
CPU,2,apgdt/eps0.03_default,apgdt,eps0.03_default,40,110,93,85,20,42,28,8,85,8,23.52941176470588,15.77942000874349,33.56863315553992,38.18181818181819,30.107526881720432,8.60215053763441,21.505376344086024,77.27272727272727,8.60215053763441
CPU,2,autoattack/eps0.03_standard,autoattack,eps0.03_standard,10,110,93,86,22,34,26,7,37,57,25.581395348837212,17.542950129698358,35.708105060770194,30.909090909090907,27.956989247311824,7.526881720430108,20.430107526881716,33.63636363636363,61.29032258064516
CPU,2,autoattack/eps0.03_standard,autoattack,eps0.03_standard,20,110,93,86,19,38,26,7,67,28,22.093023255813954,14.624794489136717,31.947840014255917,34.54545454545455,27.956989247311824,7.526881720430108,20.430107526881716,60.909090909090914,30.107526881720432
CPU,2,autoattack/eps0.03_standard,autoattack,eps0.03_standard,30,110,93,86,18,36,25,7,79,15,20.930232558139537,13.669707033094278,30.67678724127305,32.72727272727273,26.881720430107524,7.526881720430108,19.354838709677416,71.81818181818181,16.129032258064516
CPU,2,autoattack/eps0.03_standard,autoattack,eps0.03_standard,40,110,93,86,14,33,21,7,85,8,16.27906976744186,9.952040412263214,25.48989294600289,30.0,22.58064516129032,7.526881720430108,15.053763440860212,77.27272727272727,8.60215053763441
CPU,2,ead/package_default,ead,package_default,10,110,93,93,33,35,33,0,37,57,35.483870967741936,26.512726316736558,45.606693436757816,31.818181818181817,35.483870967741936,0.0,35.483870967741936,33.63636363636363,61.29032258064516
CPU,2,ead/package_default,ead,package_default,20,110,93,93,48,51,48,0,67,28,51.61290322580645,41.59537133977669,61.50247090983505,46.36363636363636,51.61290322580645,0.0,51.61290322580645,60.909090909090914,30.107526881720432
CPU,2,ead/package_default,ead,package_default,30,110,93,93,59,64,59,0,79,15,63.44086021505376,53.30090301523664,72.51444906486115,58.18181818181818,63.44086021505376,0.0,63.44086021505376,71.81818181818181,16.129032258064516
CPU,2,ead/package_default,ead,package_default,40,110,93,93,65,70,65,0,85,8,69.89247311827957,59.93288866220661,78.27383241633817,63.63636363636363,69.89247311827957,0.0,69.89247311827957,77.27272727272727,8.60215053763441
CPU,2,ALL/ALL_24,ALL,ALL_24,10,2640,2232,1519,431,826,701,713,888,1368,28.373930217248187,26.16358002964505,30.693390518046847,31.287878787878785,31.40681003584229,31.944444444444443,-0.5376344086021518,33.63636363636363,61.29032258064516
CPU,2,ALL/ALL_24,ALL,ALL_24,20,2640,2232,1519,395,1108,924,713,1608,672,26.003949967083607,23.860458756446732,28.268508563594963,41.96969696969697,41.39784946236559,31.944444444444443,9.453405017921149,60.909090909090914,30.107526881720432
CPU,2,ALL/ALL_24,ALL,ALL_24,30,2640,2232,1519,430,1267,1057,713,1896,360,28.308097432521397,26.09949800233256,30.62613912236906,47.99242424242424,47.35663082437276,31.944444444444443,15.412186379928315,71.81818181818181,16.129032258064516
CPU,2,ALL/ALL_24,ALL,ALL_24,40,2640,2232,1519,434,1298,1096,713,2040,192,28.57142857142857,26.355861579844582,30.89510923681817,49.166666666666664,49.10394265232975,31.944444444444443,17.159498207885306,77.27272727272727,8.60215053763441
CPU,4,fgsm/eps0.005,fgsm,eps0.005,10,110,96,12,5,37,36,84,38,59,41.66666666666667,19.325746190524658,68.04926643446272,33.63636363636363,37.5,87.5,-50.0,34.54545454545455,61.458333333333336
CPU,4,fgsm/eps0.005,fgsm,eps0.005,20,110,96,12,5,75,75,84,80,17,41.66666666666667,19.325746190524658,68.04926643446272,68.18181818181817,78.125,87.5,-9.375,72.72727272727273,17.708333333333336
CPU,4,fgsm/eps0.005,fgsm,eps0.005,30,110,96,12,5,81,80,84,86,10,41.66666666666667,19.325746190524658,68.04926643446272,73.63636363636363,83.33333333333334,87.5,-4.166666666666657,78.18181818181819,10.416666666666668
CPU,4,fgsm/eps0.005,fgsm,eps0.005,40,110,96,12,5,87,85,84,95,3,41.66666666666667,19.325746190524658,68.04926643446272,79.0909090909091,88.54166666666666,87.5,1.0416666666666572,86.36363636363636,3.125
CPU,4,fgsm/eps0.01,fgsm,eps0.01,10,110,96,18,8,40,36,78,38,59,44.44444444444444,24.559231101389127,66.28393057174837,36.36363636363637,37.5,81.25,-43.75,34.54545454545455,61.458333333333336
CPU,4,fgsm/eps0.01,fgsm,eps0.01,20,110,96,18,8,75,72,78,80,17,44.44444444444444,24.559231101389127,66.28393057174837,68.18181818181817,75.0,81.25,-6.25,72.72727272727273,17.708333333333336
CPU,4,fgsm/eps0.01,fgsm,eps0.01,30,110,96,18,6,79,76,78,86,10,33.33333333333333,16.27855436366286,56.25093065574964,71.81818181818181,79.16666666666666,81.25,-2.083333333333343,78.18181818181819,10.416666666666668
CPU,4,fgsm/eps0.01,fgsm,eps0.01,40,110,96,18,4,79,75,78,95,3,22.22222222222222,9.000781913382,45.21502645230549,71.81818181818181,78.125,81.25,-3.125,86.36363636363636,3.125
CPU,4,fgsm/eps0.03,fgsm,eps0.03,10,110,96,53,15,36,30,43,38,59,28.30188679245283,17.966135362950315,41.57054200010772,32.72727272727273,31.25,44.79166666666667,-13.541666666666671,34.54545454545455,61.458333333333336
CPU,4,fgsm/eps0.03,fgsm,eps0.03,20,110,96,53,11,47,41,43,80,17,20.754716981132077,12.004475729322063,33.45800245566921,42.72727272727273,42.70833333333333,44.79166666666667,-2.083333333333343,72.72727272727273,17.708333333333336
CPU,4,fgsm/eps0.03,fgsm,eps0.03,30,110,96,53,8,51,42,43,86,10,15.09433962264151,7.852324257781651,27.05450454365954,46.36363636363636,43.75,44.79166666666667,-1.0416666666666714,78.18181818181819,10.416666666666668
CPU,4,fgsm/eps0.03,fgsm,eps0.03,40,110,96,53,6,54,45,43,95,3,11.320754716981133,5.29295891106867,22.576770301339145,49.09090909090909,46.875,44.79166666666667,2.0833333333333286,86.36363636363636,3.125
CPU,4,fgsm/eps0.05,fgsm,eps0.05,10,110,96,72,14,34,24,24,38,59,19.444444444444446,11.951371043417634,30.032975278389916,30.909090909090907,25.0,25.0,0.0,34.54545454545455,61.458333333333336
CPU,4,fgsm/eps0.05,fgsm,eps0.05,20,110,96,72,11,37,29,24,80,17,15.277777777777779,8.75061903477544,25.322501785460418,33.63636363636363,30.208333333333332,25.0,5.208333333333332,72.72727272727273,17.708333333333336
CPU,4,fgsm/eps0.05,fgsm,eps0.05,30,110,96,72,9,37,28,24,86,10,12.5,6.717708293105555,22.08126219274917,33.63636363636363,29.166666666666668,25.0,4.166666666666668,78.18181818181819,10.416666666666668
