backend,profile,attack,attack_profile,topk,n,n_clean_correct,n_attack_success,n_recovered,n_defended_correct,n_retained,n_retained_nodef,n_clean_topk_correct,n_clean_degraded,recovery_pct,recovery_ci95_lo_pct,recovery_ci95_hi_pct,defended_acc_pct,retention_pct,retention_nodef_pct,retention_gain_pp,clean_topk_acc_pct,clean_degradation_pct
CPU,fgsm/eps0.03,fgsm,eps0.03,30,2200,1298,839,141,753,521,459,1101,307,16.805721096543504,14.4280866542356,19.485948913064355,34.22727272727273,40.1386748844376,35.36209553158706,4.77657935285054,50.04545454545455,23.651771956856702
CPU,fgsm/eps0.03,fgsm,eps0.03,40,2200,1298,839,124,770,542,459,1211,165,14.779499404052443,12.538669658830129,17.341393214193698,35.0,41.75654853620955,35.36209553158706,6.394453004622491,55.04545454545454,12.711864406779661
CPU,fgsm/eps0.05,fgsm,eps0.05,10,2200,1298,1035,201,525,330,263,594,822,19.420289855072465,17.12512334594107,21.941621767077127,23.863636363636363,25.423728813559322,20.261941448382125,5.161787365177197,27.0,63.32819722650231
CPU,fgsm/eps0.05,fgsm,eps0.05,20,2200,1298,1035,135,567,345,263,1002,426,13.043478260869565,11.127590999002077,15.232693379290051,25.772727272727273,26.57935285053929,20.261941448382125,6.317411402157166,45.54545454545455,32.81972265023113
CPU,fgsm/eps0.05,fgsm,eps0.05,30,2200,1298,1035,100,548,323,263,1101,307,9.66183574879227,8.008241554079609,11.613768192160817,24.90909090909091,24.884437596302003,20.261941448382125,4.622496147919879,50.04545454545455,23.651771956856702
CPU,fgsm/eps0.05,fgsm,eps0.05,40,2200,1298,1035,75,539,302,263,1211,165,7.246376811594203,5.8200222048410355,8.988934232791035,24.5,23.26656394453005,20.261941448382125,3.004622496147924,55.04545454545454,12.711864406779661
CPU,bim/eps0.03_default,bim,eps0.03_default,10,2200,1298,1055,265,560,365,243,594,822,25.118483412322274,22.594887829706952,27.82262504473999,25.454545454545453,28.120184899845917,18.7211093990755,9.399075500770415,27.0,63.32819722650231
CPU,bim/eps0.03_default,bim,eps0.03_default,20,2200,1298,1055,200,643,411,243,1002,426,18.95734597156398,16.70634085976793,21.433603774065872,29.22727272727273,31.664098613251156,18.7211093990755,12.942989214175654,45.54545454545455,32.81972265023113
CPU,bim/eps0.03_default,bim,eps0.03_default,30,2200,1298,1055,170,646,394,243,1101,307,16.113744075829384,14.018733814471895,18.45464086215585,29.363636363636363,30.354391371340522,18.7211093990755,11.63328197226502,50.04545454545455,23.651771956856702
CPU,bim/eps0.03_default,bim,eps0.03_default,40,2200,1298,1055,132,618,362,243,1211,165,12.511848341232227,10.650367687185009,14.645351710315047,28.09090909090909,27.889060092449924,18.7211093990755,9.167950693374422,55.04545454545454,12.711864406779661
CPU,pgd/eps0.005,pgd,eps0.005,10,2200,1298,249,73,590,461,1049,594,822,29.31726907630522,24.01159501258542,35.25143765292532,26.81818181818182,35.516178736517716,80.81664098613251,-45.300462249614796,27.0,63.32819722650231
CPU,pgd/eps0.005,pgd,eps0.005,20,2200,1298,249,82,966,825,1049,1002,426,32.93172690763052,27.392334184477434,38.98978015113823,43.90909090909091,63.559322033898304,80.81664098613251,-17.257318952234208,45.54545454545455,32.81972265023113
CPU,pgd/eps0.005,pgd,eps0.005,30,2200,1298,249,92,1070,936,1049,1101,307,36.94779116465863,31.19335681475498,43.098848265421694,48.63636363636364,72.11093990755008,80.81664098613251,-8.705701078582436,50.04545454545455,23.651771956856702
CPU,pgd/eps0.005,pgd,eps0.005,40,2200,1298,249,99,1170,1055,1049,1211,165,39.75903614457831,33.88015077275043,45.94911782861896,53.18181818181819,81.2788906009245,80.81664098613251,0.4622496147919861,55.04545454545454,12.711864406779661
CPU,pgd/eps0.01,pgd,eps0.01,10,2200,1298,471,147,579,442,827,594,822,31.210191082802545,27.19177751857229,35.53263415892184,26.31818181818182,34.05238828967643,63.71340523882897,-29.66101694915254,27.0,63.32819722650231
CPU,pgd/eps0.01,pgd,eps0.01,20,2200,1298,471,151,907,749,827,1002,426,32.05944798301486,28.004259310916407,36.404924720137316,41.22727272727273,57.704160246533135,63.71340523882897,-6.009244992295834,45.54545454545455,32.81972265023113
CPU,pgd/eps0.01,pgd,eps0.01,30,2200,1298,471,158,996,834,827,1101,307,33.54564755838641,29.429884991999895,37.927650657783104,45.27272727272727,64.25269645608628,63.71340523882897,0.5392912172573148,50.04545454545455,23.651771956856702
CPU,pgd/eps0.01,pgd,eps0.01,40,2200,1298,471,160,1052,915,827,1211,165,33.97027600849257,29.83807200701189,38.361849819550905,47.81818181818182,70.49306625577813,63.71340523882897,6.779661016949163,55.04545454545454,12.711864406779661
CPU,pgd/eps0.03,pgd,eps0.03,10,2200,1298,1044,265,565,369,254,594,822,25.383141762452105,22.83673304212539,28.110051281001304,25.681818181818183,28.42835130970724,19.568567026194145,8.859784283513093,27.0,63.32819722650231
CPU,pgd/eps0.03,pgd,eps0.03,20,2200,1298,1044,189,650,416,254,1002,426,18.103448275862068,15.886030221433547,20.55474479646992,29.545454545454547,32.04930662557781,19.568567026194145,12.480739599383668,45.54545454545455,32.81972265023113
CPU,pgd/eps0.03,pgd,eps0.03,30,2200,1298,1044,172,666,409,254,1101,307,16.47509578544061,14.348538692035026,18.847471086542193,30.272727272727273,31.51001540832049,19.568567026194145,11.941448382126346,50.04545454545455,23.651771956856702
CPU,pgd/eps0.03,pgd,eps0.03,40,2200,1298,1044,141,643,386,254,1211,165,13.505747126436782,11.565742155371458,15.713342775022596,29.22727272727273,29.738058551617875,19.568567026194145,10.16949152542373,55.04545454545454,12.711864406779661
CPU,mifgsm/eps0.03_default,mifgsm,eps0.03_default,10,2200,1298,1030,251,549,358,268,594,822,24.368932038834952,21.84547860517811,27.08286786491944,24.954545454545453,27.5808936825886,20.647149460708782,6.933744221879817,27.0,63.32819722650231
CPU,mifgsm/eps0.03_default,mifgsm,eps0.03_default,20,2200,1298,1030,182,651,411,268,1002,426,17.66990291262136,15.461921672311801,20.118151716106702,29.59090909090909,31.664098613251156,20.647149460708782,11.016949152542374,45.54545454545455,32.81972265023113
CPU,mifgsm/eps0.03_default,mifgsm,eps0.03_default,30,2200,1298,1030,164,672,412,268,1101,307,15.922330097087379,13.815017434785565,18.282897758412314,30.545454545454547,31.741140215716484,20.647149460708782,11.093990755007702,50.04545454545455,23.651771956856702
CPU,mifgsm/eps0.03_default,mifgsm,eps0.03_default,40,2200,1298,1030,122,633,373,268,1211,165,11.844660194174757,10.011577586593704,13.961301817756052,28.772727272727273,28.736517719568567,20.647149460708782,8.089368258859785,55.04545454545454,12.711864406779661
CPU,difgsm/eps0.03_default,difgsm,eps0.03_default,10,2200,1298,971,223,556,356,327,594,822,22.966014418125642,20.42997990277425,25.71511690064489,25.272727272727273,27.426810477657938,25.19260400616333,2.234206471494609,27.0,63.32819722650231
CPU,difgsm/eps0.03_default,difgsm,eps0.03_default,20,2200,1298,971,102,557,329,327,1002,426,10.50463439752832,8.729218803845347,12.591332145149856,25.318181818181817,25.346687211093993,25.19260400616333,0.1540832049306644,45.54545454545455,32.81972265023113
CPU,difgsm/eps0.03_default,difgsm,eps0.03_default,30,2200,1298,971,94,579,342,327,1101,307,9.680741503604532,7.976604120545012,11.702654540554393,26.31818181818182,26.348228043143294,25.19260400616333,1.1556240369799653,50.04545454545455,23.651771956856702
CPU,difgsm/eps0.03_default,difgsm,eps0.03_default,40,2200,1298,971,79,583,346,327,1211,165,8.135942327497425,6.576814934657698,10.025020686637086,26.5,26.656394453004623,25.19260400616333,1.4637904468412941,55.04545454545454,12.711864406779661
CPU,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,10,2200,1298,1039,254,552,356,259,594,822,24.446583253128008,21.930565341883813,27.150867543033698,25.09090909090909,27.426810477657938,19.953775038520803,7.473035439137135,27.0,63.32819722650231
CPU,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,20,2200,1298,1039,179,639,402,259,1002,426,17.22810394610202,15.053690869436448,19.643965994271323,29.045454545454547,30.970724191063177,19.953775038520803,11.016949152542374,45.54545454545455,32.81972265023113
CPU,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,30,2200,1298,1039,155,646,394,259,1101,307,14.918190567853706,12.881229074194648,17.213619462726008,29.363636363636363,30.354391371340522,19.953775038520803,10.40061633281972,50.04545454545455,23.651771956856702
CPU,vmifgsm/eps0.03_default,vmifgsm,eps0.03_default,40,2200,1298,1039,122,622,369,259,1211,165,11.742059672762272,9.924046108267065,13.841940979321308,28.272727272727273,28.42835130970724,19.953775038520803,8.474576271186436,55.04545454545454,12.711864406779661
CPU,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,10,2200,1298,1033,243,532,346,265,594,822,23.523717328170378,21.038189440498005,26.20543967314866,24.181818181818183,26.656394453004623,20.41602465331279,6.240369799691834,27.0,63.32819722650231
CPU,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,20,2200,1298,1033,171,647,401,265,1002,426,16.55372700871249,14.411951869088469,18.943345603543797,29.409090909090907,30.893682588597844,20.41602465331279,10.477657935285055,45.54545454545455,32.81972265023113
CPU,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,30,2200,1298,1033,141,638,383,265,1101,307,13.649564375605033,11.69017424258058,15.87831837962902,28.999999999999996,29.50693374422188,20.41602465331279,9.09090909090909,50.04545454545455,23.651771956856702
CPU,vnifgsm/eps0.03_default,vnifgsm,eps0.03_default,40,2200,1298,1033,110,611,359,265,1211,165,10.648596321393997,8.911172058192145,12.677622218580703,27.77272727272727,27.65793528505393,20.41602465331279,7.241910631741142,55.04545454545454,12.711864406779661
CPU,rfgsm/eps0.03_default,rfgsm,eps0.03_default,10,2200,1298,1045,268,571,373,253,594,822,25.645933014354068,23.090839368220344,28.379430308344727,25.954545454545453,28.736517719568567,19.491525423728813,9.244992295839754,27.0,63.32819722650231
CPU,rfgsm/eps0.03_default,rfgsm,eps0.03_default,20,2200,1298,1045,186,653,408,253,1002,426,17.799043062200955,15.599053078073965,20.234918419624066,29.68181818181818,31.432973805855163,19.491525423728813,11.94144838212635,45.54545454545455,32.81972265023113
CPU,rfgsm/eps0.03_default,rfgsm,eps0.03_default,30,2200,1298,1045,169,641,402,253,1101,307,16.172248803827753,14.064374277115107,18.527925646915364,29.136363636363637,30.970724191063177,19.491525423728813,11.479198767334363,50.04545454545455,23.651771956856702
CPU,rfgsm/eps0.03_default,rfgsm,eps0.03_default,40,2200,1298,1045,138,632,378,253,1211,165,13.205741626794259,11.287146728355804,15.393869737810299,28.72727272727273,29.121725731895225,19.491525423728813,9.630200308166412,55.04545454545454,12.711864406779661
CPU,tpgd/eps0.03_default,tpgd,eps0.03_default,10,2200,1298,616,143,587,422,682,594,822,23.214285714285715,20.05236258935743,26.70822914891893,26.681818181818183,32.5115562403698,52.54237288135594,-20.03081664098614,27.0,63.32819722650231
CPU,tpgd/eps0.03_default,tpgd,eps0.03_default,20,2200,1298,616,109,821,660,682,1002,426,17.694805194805195,14.8839975899447,20.906049415612852,37.31818181818182,50.847457627118644,52.54237288135594,-1.6949152542372943,45.54545454545455,32.81972265023113
CPU,tpgd/eps0.03_default,tpgd,eps0.03_default,30,2200,1298,616,104,862,691,682,1101,307,16.883116883116884,14.132151366647152,20.044580237039984,39.18181818181819,53.23574730354391,52.54237288135594,0.6933744221879721,50.04545454545455,23.651771956856702
CPU,tpgd/eps0.03_default,tpgd,eps0.03_default,40,2200,1298,616,79,886,714,682,1211,165,12.824675324675324,10.412711301462432,15.69744329287264,40.27272727272727,55.007704160246526,52.54237288135594,2.465331278890588,55.04545454545454,12.711864406779661
CPU,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,10,2200,1298,1185,383,556,408,113,594,822,32.32067510548523,29.718533123717933,35.03707435165976,25.272727272727273,31.432973805855163,8.705701078582434,22.727272727272727,27.0,63.32819722650231
CPU,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,20,2200,1298,1185,480,749,584,113,1002,426,40.50632911392405,37.74628113683766,43.32773242392602,34.04545454545455,44.99229583975347,8.705701078582434,36.28659476117103,45.54545454545455,32.81972265023113
CPU,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,30,2200,1298,1185,509,769,616,113,1101,307,42.95358649789029,40.16236853093274,45.79034375638963,34.95454545454545,47.45762711864407,8.705701078582434,38.75192604006163,50.04545454545455,23.651771956856702
CPU,cw/c1_steps20_lr0.01,cw,c1_steps20_lr0.01,40,2200,1298,1185,570,818,678,113,1211,165,48.10126582278481,45.26718304312372,50.94761966902901,37.18181818181818,52.2342064714946,8.705701078582434,43.528505392912166,55.04545454545454,12.711864406779661
CPU,deepfool/package_default,deepfool,package_default,10,2200,1298,1279,417,565,417,19,594,822,32.60359655981235,30.089966245517687,35.22141748260588,25.681818181818183,32.12634822804314,1.4637904468412943,30.662557781201848,27.0,63.32819722650231
CPU,deepfool/package_default,deepfool,package_default,20,2200,1298,1279,589,768,597,19,1002,426,46.05160281469898,43.335797796374756,48.79105558910946,34.909090909090914,45.993836671802775,1.4637904468412943,44.53004622496148,45.54545454545455,32.81972265023113
CPU,deepfool/package_default,deepfool,package_default,30,2200,1298,1279,663,825,672,19,1101,307,51.83737294761532,49.097565416783254,54.56617607710032,37.5,51.771956856702616,1.4637904468412943,50.30816640986132,50.04545454545455,23.651771956856702
CPU,deepfool/package_default,deepfool,package_default,40,2200,1298,1279,723,877,736,19,1211,165,56.5285379202502,53.7961934479848,59.221781647303665,39.86363636363636,56.70261941448382,1.4637904468412943,55.238828967642526,55.04545454545454,12.711864406779661
CPU,fab/eps0.005,fab,eps0.005,10,2200,1298,252,73,591,471,1046,594,822,28.968253968253972,23.71658951146694,34.85152450908329,26.863636363636363,36.28659476117103,80.58551617873651,-44.29892141756548,27.0,63.32819722650231
CPU,fab/eps0.005,fab,eps0.005,20,2200,1298,252,94,1002,866,1046,1002,426,37.301587301587304,31.563183561973645,43.421338110811384,45.54545454545455,66.71802773497689,80.58551617873651,-13.867488443759626,45.54545454545455,32.81972265023113
CPU,fab/eps0.005,fab,eps0.005,30,2200,1298,252,104,1093,972,1046,1101,307,41.269841269841265,35.36672542445015,47.43513322558955,49.68181818181818,74.884437596302,80.58551617873651,-5.701078582434505,50.04545454545455,23.651771956856702
CPU,fab/eps0.005,fab,eps0.005,40,2200,1298,252,123,1192,1103,1046,1211,165,48.80952380952381,42.702214462329216,54.95258444449438,54.18181818181819,84.9768875192604,80.58551617873651,4.391371340523889,55.04545454545454,12.711864406779661
CPU,fab/eps0.01,fab,eps0.01,10,2200,1298,471,152,583,463,827,594,822,32.27176220806794,28.207627894076865,36.62274922536675,26.5,35.67026194144838,63.71340523882897,-28.04314329738059,27.0,63.32819722650231
CPU,fab/eps0.01,fab,eps0.01,20,2200,1298,471,193,982,845,827,1002,426,40.976645435244166,36.62558725760465,45.473706485824735,44.63636363636363,65.10015408320493,63.71340523882897,1.3867488443759584,45.54545454545455,32.81972265023113
CPU,fab/eps0.01,fab,eps0.01,30,2200,1298,471,218,1062,932,827,1101,307,46.28450106157113,41.82959559954338,50.799525353633435,48.27272727272727,71.80277349768875,63.71340523882897,8.089368258859778,50.04545454545455,23.651771956856702
CPU,fab/eps0.01,fab,eps0.01,40,2200,1298,471,260,1158,1057,827,1211,165,55.20169851380042,50.68652254607726,59.63270811947521,52.63636363636364,81.43297380585516,63.71340523882897,17.719568567026187,55.04545454545454,12.711864406779661
CPU,fab/eps0.03,fab,eps0.03,10,2200,1298,1030,316,573,441,268,594,822,30.679611650485437,27.939333688111407,33.56347293139394,26.045454545454543,33.97534668721109,20.647149460708782,13.328197226502311,27.0,63.32819722650231
CPU,fab/eps0.03,fab,eps0.03,20,2200,1298,1030,437,859,702,268,1002,426,42.42718446601942,39.442464594180834,45.4681832265298,39.04545454545455,54.08320493066255,20.647149460708782,33.43605546995377,45.54545454545455,32.81972265023113
CPU,fab/eps0.03,fab,eps0.03,30,2200,1298,1030,509,915,775,268,1101,307,49.41747572815534,46.37195789916916,52.46732270242397,41.590909090909086,59.70724191063174,20.647149460708782,39.060092449922955,50.04545454545455,23.651771956856702
CPU,fab/eps0.03,fab,eps0.03,40,2200,1298,1030,607,991,875,268,1211,165,58.93203883495146,55.89980379816676,61.89789364407198,45.04545454545455,67.41140215716487,20.647149460708782,46.76425269645609,55.04545454545454,12.711864406779661
CPU,square/eps0.03_default,square,eps0.03_default,10,2200,1298,1088,287,555,392,210,594,822,26.378676470588236,23.846472369376784,29.077101892677344,25.227272727272727,30.20030816640986,16.178736517719567,14.021571648690294,27.0,63.32819722650231
